output[1] 쟁반 line=54166
state: 그릇=0, 냄비=15, 단지=60, 숟가락=464, 웍=0, 쟁반=643017, 접시=0, 칼=0, 컵=0, 후라이팬=12
현재 157000행 실행 중 (src 12763): 그릇=0, 냄비=0, 단지=4, 숟가락=165, 웍=0, 쟁반=0, 접시=67, 칼=24, 컵=794240116544944096536, 후라이팬=0
현재 158000행 실행 중 (src 9703): 그릇=0, 냄비=0, 단지=76, 숟가락=0, 웍=0, 쟁반=285926441956180679371854, 접시=16, 칼=8, 컵=380005, 후라이팬=0
현재 159000행 실행 중 (src 11188): 그릇=2108078471254528912907202793224, 냄비=0, 단지=1, 숟가락=0, 웍=7020, 쟁반=3, 접시=0, 칼=5, 컵=21, 후라이팬=31
현재 160000행 실행 중 (src 12720): 그릇=13, 냄비=0, 단지=0, 숟가락=7, 웍=11, 쟁반=82, 접시=56, 칼=6, 컵=36427595983278259615036467420816, 후라이팬=140
현재 161000행 실행 중 (src 9663): 그릇=5, 냄비=0, 단지=0, 숟가락=0, 웍=115, 쟁반=0, 접시=2, 칼=76, 컵=75999, 후라이팬=2185655758996695576902188849867848
현재 162000행 실행 중 (src 11151): 그릇=0, 냄비=4, 단지=0, 숟가락=1, 웍=1743, 쟁반=0, 접시=2014300347491354643673057244042513949153, 칼=0, 컵=1, 후라이팬=0
현재 163000행 실행 중 (src 12679): 그릇=11602370001550202747556809725684880478534, 냄비=5, 단지=0, 숟가락=0, 웍=0, 쟁반=82, 접시=14, 칼=0, 컵=0, 후라이팬=28
현재 164000행 실행 중 (src 32751): 그릇=0, 냄비=23, 단지=29, 숟가락=0, 웍=17, 쟁반=77349133343668018317045398171232540248679, 접시=0, 칼=3, 컵=24821, 후라이팬=6
현재 165000행 실행 중 (src 34306): 그릇=1, 냄비=0, 단지=1575, 숟가락=0, 웍=804800, 쟁반=2851398451580977827239561558184316366231309, 접시=0, 칼=1, 컵=0, 후라이팬=16
현재 166000행 실행 중 (src 35817): 그릇=1, 냄비=113, 단지=20, 숟가락=50, 웍=0, 쟁반=0, 접시=33, 칼=1256, 컵=0, 후라이팬=146676875081326019919730532828411341495
현재 167000행 실행 중 (src 23583): 그릇=40, 냄비=0, 단지=0, 숟가락=5, 웍=0, 쟁반=0, 접시=8, 칼=267017102370271723373873894428969495, 컵=6, 후라이팬=1
현재 168000행 실행 중 (src 25089): 그릇=235, 냄비=0, 단지=2, 숟가락=0, 웍=2320, 쟁반=1, 접시=68, 칼=168781180757505089342498066602056, 컵=94, 후라이팬=6
현재 169000행 실행 중 (src 26602): 그릇=4, 냄비=42, 단지=31, 숟가락=0, 웍=8, 쟁반=0, 접시=325580981399508274194634875, 칼=0, 컵=18, 후라이팬=0
현재 170000행 실행 중 (src 23555): 그릇=122, 냄비=10, 단지=0, 숟가락=135, 웍=0, 쟁반=0, 접시=1, 칼=823197345563201326905, 컵=6, 후라이팬=0
현재 171000행 실행 중 (src 25053): 그릇=47, 냄비=0, 단지=0, 숟가락=0, 웍=2308, 쟁반=0, 접시=68, 칼=39025651937811028843, 컵=94, 후라이팬=1
현재 172000행 실행 중 (src 26564): 그릇=4, 냄비=38, 단지=0, 숟가락=0, 웍=0, 쟁반=0, 접시=30112385787650, 칼=96, 컵=0, 후라이팬=0
현재 173000행 실행 중 (src 23525): 그릇=0, 냄비=0, 단지=0, 숟가락=480, 웍=2697388, 쟁반=0, 접시=0, 칼=0, 컵=0, 후라이팬=488
현재 174000행 실행 중 (src 25014): 그릇=402, 냄비=130849, 단지=0, 숟가락=15, 웍=1906, 쟁반=27, 접시=5, 칼=0, 컵=69, 후라이팬=20
현재 175000행 실행 중 (src 26536): 그릇=0, 냄비=68, 단지=6, 숟가락=0, 웍=0, 쟁반=2, 접시=33103, 칼=0, 컵=0, 후라이팬=0
현재 176000행 실행 중 (src 23496): 그릇=0, 냄비=0, 단지=0, 숟가락=0, 웍=0, 쟁반=159398, 접시=0, 칼=55, 컵=20, 후라이팬=244
현재 177000행 실행 중 (src 24991): 그릇=58, 냄비=0, 단지=1824, 숟가락=15, 웍=80, 쟁반=0, 접시=0, 칼=26, 컵=10506, 후라이팬=20
현재 178000행 실행 중 (src 26506): 그릇=562, 냄비=57, 단지=0, 숟가락=0, 웍=1, 쟁반=0, 접시=3568, 칼=0, 컵=0, 후라이팬=11
현재 179000행 실행 중 (src 41712): 그릇=190, 냄비=0, 단지=0, 숟가락=0, 웍=7, 쟁반=0, 접시=7, 칼=24959, 컵=0, 후라이팬=0
현재 180000행 실행 중 (src 43246): 그릇=16, 냄비=0, 단지=37, 숟가락=62, 웍=123247, 쟁반=0, 접시=0, 칼=1, 컵=0, 후라이팬=0
현재 181000행 실행 중 (src 44807): 그릇=0, 냄비=3, 단지=125, 숟가락=0, 웍=0, 쟁반=0, 접시=21, 칼=2454, 컵=2, 후라이팬=6717
현재 182000행 실행 중 (src 41655): 그릇=1, 냄비=0, 단지=16, 숟가락=7, 웍=16, 쟁반=13, 접시=0, 칼=7, 컵=3275, 후라이팬=27
현재 183000행 실행 중 (src 43185): 그릇=6, 냄비=0, 단지=0, 숟가락=48, 웍=121, 쟁반=0, 접시=1478626, 칼=0, 컵=151, 후라이팬=0
현재 184000행 실행 중 (src 44739): 그릇=0, 냄비=0, 단지=15, 숟가락=3345, 웍=4212, 쟁반=23, 접시=119, 칼=36, 컵=0, 후라이팬=0
현재 185000행 실행 중 (src 46271): 그릇=0, 냄비=12989, 단지=4, 숟가락=0, 웍=0, 쟁반=5, 접시=0, 칼=2, 컵=0, 후라이팬=0
현재 186000행 실행 중 (src 33998): 그릇=0, 냄비=0, 단지=50276, 숟가락=0, 웍=0, 쟁반=1252877, 접시=72, 칼=26, 컵=14, 후라이팬=0
현재 187000행 실행 중 (src 35515): 그릇=27, 냄비=0, 단지=0, 숟가락=0, 웍=0, 쟁반=78, 접시=1, 칼=513, 컵=0, 후라이팬=192
현재 188000행 실행 중 (src 37037): 그릇=49, 냄비=0, 단지=0, 숟가락=20, 웍=24, 쟁반=857, 접시=16, 칼=2, 컵=0, 후라이팬=46
현재 189000행 실행 중 (src 20084): 그릇=7, 냄비=0, 단지=0, 숟가락=1096, 웍=0, 쟁반=16, 접시=26, 칼=8, 컵=1339, 후라이팬=29665
현재 190000행 실행 중 (src 21651): 그릇=0, 냄비=105, 단지=80, 숟가락=1, 웍=0, 쟁반=5940, 접시=10, 칼=280, 컵=0, 후라이팬=0
현재 191000행 실행 중 (src 23199): 그릇=16118, 냄비=0, 단지=772, 숟가락=0, 웍=0, 쟁반=170, 접시=0, 칼=0, 컵=16, 후라이팬=0
현재 192000행 실행 중 (src 24682): 그릇=0, 냄비=123, 단지=63, 숟가락=21253, 웍=36, 쟁반=24, 접시=2, 칼=32, 컵=41, 후라이팬=14
현재 193000행 실행 중 (src 26198): 그릇=21, 냄비=880, 단지=25, 숟가락=24, 웍=0, 쟁반=0, 접시=42, 칼=0, 컵=21, 후라이팬=90
현재 194000행 실행 중 (src 27724): 그릇=10, 냄비=0, 단지=8, 숟가락=95, 웍=3024, 쟁반=30, 접시=288, 칼=0, 컵=0, 후라이팬=31
현재 195000행 실행 중 (src 24655): 그릇=0, 냄비=115, 단지=42, 숟가락=105682, 웍=9, 쟁반=0, 접시=9, 칼=32, 컵=1, 후라이팬=40
현재 196000행 실행 중 (src 26167): 그릇=0, 냄비=5, 단지=21, 숟가락=12, 웍=875, 쟁반=21, 접시=0, 칼=6, 컵=4, 후라이팬=84
현재 197000행 실행 중 (src 27690): 그릇=0, 냄비=0, 단지=0, 숟가락=94, 웍=60480, 쟁반=30, 접시=0, 칼=0, 컵=288, 후라이팬=31
현재 198000행 실행 중 (src 24624): 그릇=0, 냄비=100, 단지=42, 숟가락=4226850, 웍=0, 쟁반=0, 접시=56, 칼=32, 컵=15, 후라이팬=12
현재 199000행 실행 중 (src 26139): 그릇=0, 냄비=29, 단지=64, 숟가락=0, 웍=172, 쟁반=0, 접시=0, 칼=9, 컵=63, 후라이팬=14
현재 200000행 실행 중 (src 27664): 그릇=7, 냄비=0, 단지=4, 숟가락=94, 웍=15092, 쟁반=0, 접시=92, 칼=15, 컵=18, 후라이팬=9
현재 201000행 실행 중 (src 24590): 그릇=1, 냄비=100, 단지=42, 숟가락=12680512, 웍=12, 쟁반=0, 접시=2, 칼=9, 컵=3, 후라이팬=0
현재 202000행 실행 중 (src 26112): 그릇=45, 냄비=14, 단지=257, 숟가락=0, 웍=0, 쟁반=56, 접시=120, 칼=0, 컵=4, 후라이팬=0
현재 203000행 실행 중 (src 27632): 그릇=0, 냄비=0, 단지=15088, 숟가락=5, 웍=0, 쟁반=54, 접시=62, 칼=0, 컵=8, 후라이팬=0
현재 204000행 실행 중 (src 1239): 그릇=0, 냄비=121, 단지=9, 숟가락=0, 웍=0, 쟁반=0, 접시=2477, 칼=23, 컵=0, 후라이팬=0
현재 205000행 실행 중 (src 2774): 그릇=9, 냄비=0, 단지=0, 숟가락=135, 웍=3942, 쟁반=0, 접시=141237, 칼=12, 컵=0, 후라이팬=0
현재 206000행 실행 중 (src 4303): 그릇=0, 냄비=0, 단지=34, 숟가락=1429, 웍=23, 쟁반=0, 접시=0, 칼=0, 컵=0, 후라이팬=6
현재 207000행 실행 중 (src 1143): 그릇=0, 냄비=48, 단지=65, 숟가락=0, 웍=1, 쟁반=137, 접시=6, 칼=0, 컵=15, 후라이팬=0
현재 208000행 실행 중 (src 2677): 그릇=0, 냄비=0, 단지=177, 숟가락=9, 웍=0, 쟁반=4899, 접시=28, 칼=141186, 컵=0, 후라이팬=6
현재 209000행 실행 중 (src 4208): 그릇=815416, 냄비=111, 단지=0, 숟가락=92, 웍=80, 쟁반=20, 접시=7, 칼=0, 컵=0, 후라이팬=4
현재 210000행 실행 중 (src 1052): 그릇=8, 냄비=22, 단지=0, 숟가락=2, 웍=0, 쟁반=0, 접시=78, 칼=0, 컵=468, 후라이팬=90
현재 211000행 실행 중 (src 2575): 그릇=2, 냄비=22, 단지=6, 숟가락=0, 웍=545, 쟁반=15, 접시=285, 칼=47058, 컵=4081, 후라이팬=0
현재 212000행 실행 중 (src 4114): 그릇=0, 냄비=0, 단지=123, 숟가락=118, 웍=0, 쟁반=0, 접시=1223090, 칼=10, 컵=109, 후라이팬=0
현재 213000행 실행 중 (src 950): 그릇=0, 냄비=3, 단지=209, 숟가락=7, 웍=3, 쟁반=21, 접시=3, 칼=45, 컵=765, 후라이팬=1021
현재 214000행 실행 중 (src 2484): 그릇=0, 냄비=792, 단지=209, 숟가락=57, 웍=0, 쟁반=0, 접시=0, 칼=46892, 컵=139, 후라이팬=0
현재 215000행 실행 중 (src 4021): 그릇=8, 냄비=63, 단지=0, 숟가락=0, 웍=1222836, 쟁반=7, 접시=4, 칼=0, 컵=0, 후라이팬=0
현재 216000행 실행 중 (src 42491): 그릇=65, 냄비=122, 단지=3, 숟가락=0, 웍=2, 쟁반=29, 접시=10, 칼=206915, 컵=0, 후라이팬=39
현재 217000행 실행 중 (src 44029): 그릇=0, 냄비=21886, 단지=0, 숟가락=0, 웍=0, 쟁반=15, 접시=12, 칼=0, 컵=324, 후라이팬=0
현재 218000행 실행 중 (src 45558): 그릇=0, 냄비=1, 단지=13756350, 숟가락=0, 웍=4, 쟁반=0, 접시=22, 칼=8051, 컵=124, 후라이팬=67968
현재 219000행 실행 중 (src 37874): 그릇=198, 냄비=0, 단지=60208, 숟가락=2, 웍=10, 쟁반=0, 접시=13, 칼=0, 컵=6, 후라이팬=0
현재 220000행 실행 중 (src 39370): 그릇=0, 냄비=26, 단지=9, 숟가락=0, 웍=4, 쟁반=16, 접시=271, 칼=229405, 컵=4, 후라이팬=0
현재 221000행 실행 중 (src 40885): 그릇=12, 냄비=633, 단지=0, 숟가락=85, 웍=0, 쟁반=0, 접시=6, 칼=413, 컵=81, 후라이팬=0
현재 222000행 실행 중 (src 5461): 그릇=0, 냄비=0, 단지=0, 숟가락=28, 웍=12, 쟁반=130, 접시=205, 칼=0, 컵=0, 후라이팬=1025748247269
현재 223000행 실행 중 (src 6973): 그릇=0, 냄비=4, 단지=0, 숟가락=27, 웍=144383, 쟁반=402, 접시=0, 칼=0, 컵=14, 후라이팬=1700
현재 224000행 실행 중 (src 8514): 그릇=0, 냄비=0, 단지=0, 숟가락=0, 웍=52180, 쟁반=0, 접시=170862, 칼=0, 컵=2, 후라이팬=0
현재 225000행 실행 중 (src 722): 그릇=10, 냄비=32, 단지=0, 숟가락=696, 웍=20, 쟁반=50, 접시=12, 칼=0, 컵=7, 후라이팬=4
현재 226000행 실행 중 (src 2284): 그릇=11155, 냄비=64, 단지=264, 숟가락=0, 웍=9, 쟁반=0, 접시=4, 칼=2, 컵=236, 후라이팬=0
현재 227000행 실행 중 (src 3803): 그릇=6, 냄비=26, 단지=0, 숟가락=0, 웍=0, 쟁반=0, 접시=283, 칼=177, 컵=0, 후라이팬=30569306
현재 228000행 실행 중 (src 621): 그릇=0, 냄비=2, 단지=5, 숟가락=332, 웍=0, 쟁반=0, 접시=4, 칼=0, 컵=2, 후라이팬=290
현재 229000행 실행 중 (src 2179): 그릇=15, 냄비=0, 단지=0, 숟가락=2180, 웍=18, 쟁반=6, 접시=0, 칼=129588, 컵=5, 후라이팬=23
현재 230000행 실행 중 (src 3713): 그릇=3821160, 냄비=2, 단지=13, 숟가락=62, 웍=2769, 쟁반=5, 접시=0, 칼=20, 컵=0, 후라이팬=0
현재 231000행 실행 중 (src 537): 그릇=0, 냄비=2938, 단지=0, 숟가락=0, 웍=110, 쟁반=0, 접시=91, 칼=0, 컵=45, 후라이팬=0
현재 232000행 실행 중 (src 2086): 그릇=336, 냄비=15, 단지=292, 숟가락=126, 웍=13779, 쟁반=29, 접시=0, 칼=60, 컵=427200, 후라이팬=124
현재 233000행 실행 중 (src 3618): 그릇=0, 냄비=0, 단지=0, 숟가락=408, 웍=53, 쟁반=0, 접시=0, 칼=14, 컵=0, 후라이팬=764160
현재 234000행 실행 중 (src 439): 그릇=32, 냄비=6328, 단지=52, 숟가락=0, 웍=0, 쟁반=0, 접시=234, 칼=0, 컵=7, 후라이팬=1905
현재 235000행 실행 중 (src 1989): 그릇=0, 냄비=21, 단지=14647, 숟가락=22, 웍=16, 쟁반=2717, 접시=0, 칼=0, 컵=1, 후라이팬=427200
현재 236000행 실행 중 (src 3533): 그릇=0, 냄비=11, 단지=8, 숟가락=339, 웍=5, 쟁반=0, 접시=4, 칼=127343, 컵=0, 후라이팬=10
현재 237000행 실행 중 (src 32842): 그릇=200, 냄비=3, 단지=10829, 숟가락=24, 웍=29, 쟁반=0, 접시=0, 칼=0, 컵=0, 후라이팬=0
현재 238000행 실행 중 (src 34388): 그릇=106, 냄비=0, 단지=4, 숟가락=7, 웍=0, 쟁반=0, 접시=0, 칼=0, 컵=0, 후라이팬=3814687
현재 239000행 실행 중 (src 35904): 그릇=0, 냄비=0, 단지=800, 숟가락=0, 웍=595, 쟁반=0, 접시=0, 칼=0, 컵=0, 후라이팬=46492
현재 240000행 실행 중 (src 32801): 그릇=92, 냄비=0, 단지=0, 숟가락=0, 웍=59, 쟁반=0, 접시=0, 칼=0, 컵=60927, 후라이팬=50
현재 241000행 실행 중 (src 34353): 그릇=6903535, 냄비=0, 단지=0, 숟가락=24, 웍=17, 쟁반=0, 접시=0, 칼=0, 컵=0, 후라이팬=1582
현재 242000행 실행 중 (src 35868): 그릇=119, 냄비=18, 단지=102, 숟가락=0, 웍=1268, 쟁반=0, 접시=0, 칼=0, 컵=59, 후라이팬=45485
현재 243000행 실행 중 (src 32764): 그릇=0, 냄비=23, 단지=0, 숟가락=0, 웍=17, 쟁반=126, 접시=0, 칼=38, 컵=609013, 후라이팬=0
현재 244000행 실행 중 (src 34319): 그릇=17, 냄비=0, 단지=1575, 숟가락=0, 웍=804802, 쟁반=6098699, 접시=0, 칼=1, 컵=0, 후라이팬=0
현재 245000행 실행 중 (src 35833): 그릇=1, 냄비=113, 단지=20, 숟가락=62, 웍=1266, 쟁반=0, 접시=33, 칼=0, 컵=0, 후라이팬=9021
현재 246000행 실행 중 (src 32719): 그릇=0, 냄비=12, 단지=21, 숟가락=0, 웍=10, 쟁반=42, 접시=3, 칼=0, 컵=609002, 후라이팬=11
현재 247000행 실행 중 (src 34282): 그릇=0, 냄비=4, 단지=1567, 숟가락=134130, 웍=22, 쟁반=6098684, 접시=0, 칼=0, 컵=0, 후라이팬=2
현재 248000행 실행 중 (src 35788): 그릇=4, 냄비=7, 단지=0, 숟가락=50, 웍=80, 쟁반=0, 접시=6, 칼=157, 컵=0, 후라이팬=4503
현재 249000행 실행 중 (src 14161): 그릇=7, 냄비=261, 단지=7, 숟가락=2, 웍=0, 쟁반=13, 접시=29207, 칼=99, 컵=0, 후라이팬=24
현재 250000행 실행 중 (src 15707): 그릇=0, 냄비=0, 단지=82, 숟가락=9, 웍=123937084, 쟁반=0, 접시=121, 칼=0, 컵=0, 후라이팬=7
현재 251000행 실행 중 (src 17240): 그릇=258, 냄비=0, 단지=0, 숟가락=4, 웍=0, 쟁반=11, 접시=4, 칼=12, 컵=74, 후라이팬=661
현재 252000행 실행 중 (src 9475): 그릇=0, 냄비=50113, 단지=15, 숟가락=0, 웍=71, 쟁반=40, 접시=2020630, 칼=1233, 컵=0, 후라이팬=48
현재 253000행 실행 중 (src 10972): 그릇=9, 냄비=152, 단지=6, 숟가락=0, 웍=0, 쟁반=39, 접시=0, 칼=1348431392898, 컵=72, 후라이팬=13
현재 254000행 실행 중 (src 12492): 그릇=20, 냄비=5, 단지=3, 숟가락=0, 웍=2, 쟁반=8, 접시=0, 칼=0, 컵=2750, 후라이팬=25889882851260
현재 255000행 실행 중 (src 9439): 그릇=4, 냄비=1, 단지=0, 숟가락=4970857597475862, 웍=18, 쟁반=3504, 접시=1230, 칼=32, 컵=0, 후라이팬=0
현재 256000행 실행 중 (src 10931): 그릇=24, 냄비=916, 단지=0, 숟가락=0, 웍=0, 쟁반=0, 접시=0, 칼=10307570314127182727238, 컵=0, 후라이팬=6
현재 257000행 실행 중 (src 12449): 그릇=20, 냄비=10, 단지=3, 숟가락=0, 웍=5, 쟁반=3, 접시=0, 칼=799, 컵=550, 후라이팬=197905350031241908470322
현재 258000행 실행 중 (src 9395): 그릇=3, 냄비=7, 단지=0, 숟가락=0, 웍=94, 쟁반=0, 접시=1230, 칼=12, 컵=876, 후라이팬=6332971200999741086050568
현재 259000행 실행 중 (src 10888): 그릇=0, 냄비=0, 단지=297, 숟가락=0, 웍=0, 쟁반=0, 접시=611, 칼=2, 컵=26264098164786126232069364695746, 후라이팬=0
현재 260000행 실행 중 (src 12407): 그릇=0, 냄비=0, 단지=0, 숟가락=798, 웍=0, 쟁반=15, 접시=0, 칼=0, 컵=110, 후라이팬=30256241085833617419343908131645640
현재 261000행 실행 중 (src 13961): 그릇=42, 냄비=0, 단지=0, 숟가락=3, 웍=79, 쟁반=6, 접시=41, 칼=25, 컵=0, 후라이팬=48409985737333787870950253025634561
현재 262000행 실행 중 (src 38612): 그릇=0, 냄비=0, 단지=0, 숟가락=470, 웍=35, 쟁반=1, 접시=39, 칼=15, 컵=43, 후라이팬=55079805994477554199836732497
현재 263000행 실행 중 (src 40113): 그릇=2, 냄비=0, 단지=0, 숟가락=0, 웍=1746, 쟁반=171, 접시=0, 칼=20, 컵=50134863411862236000565381, 후라이팬=2
현재 264000행 실행 중 (src 37110): 그릇=0, 냄비=0, 단지=60, 숟가락=452, 웍=0, 쟁반=481294688753877466247769, 접시=87, 칼=0, 컵=0, 후라이팬=12
현재 265000행 실행 중 (src 38614): 그릇=0, 냄비=0, 단지=0, 숟가락=470, 웍=1, 쟁반=1, 접시=39, 칼=15, 컵=43, 후라이팬=547606401426634104
현재 266000행 실행 중 (src 40116): 그릇=2, 냄비=0, 단지=15, 숟가락=0, 웍=1746, 쟁반=171, 접시=0, 칼=20, 컵=498443515612545, 후라이팬=2
현재 267000행 실행 중 (src 41622): 그릇=0, 냄비=0, 단지=60, 숟가락=452, 웍=0, 쟁반=4785058392609, 접시=102, 칼=0, 컵=0, 후라이팬=12
현재 268000행 실행 중 (src 43158): 그릇=6, 냄비=250, 단지=0, 숟가락=48, 웍=0, 쟁반=0, 접시=1478579, 칼=5807288760, 컵=4, 후라이팬=0
현재 269000행 실행 중 (src 44709): 그릇=0, 냄비=87, 단지=321, 숟가락=378, 웍=17421885435, 쟁반=19, 접시=5, 칼=6, 컵=0, 후라이팬=30
현재 270000행 실행 중 (src 46245): 그릇=5, 냄비=0, 단지=0, 숟가락=0, 웍=4, 쟁반=50, 접시=2, 칼=12555, 컵=435914, 후라이팬=5
현재 271000행 실행 중 (src 29373): 그릇=467, 냄비=0, 단지=0, 숟가락=108, 웍=24, 쟁반=0, 접시=36, 칼=0, 컵=12847, 후라이팬=0
현재 272000행 실행 중 (src 30917): 그릇=0, 냄비=31, 단지=51, 숟가락=0, 웍=0, 쟁반=93, 접시=22, 칼=131481, 컵=0, 후라이팬=27
현재 273000행 실행 중 (src 32404): 그릇=0, 냄비=64, 단지=11, 숟가락=1440, 웍=0, 쟁반=0, 접시=122381, 칼=48, 컵=12, 후라이팬=18
현재 274000행 실행 중 (src 33931): 그릇=3, 냄비=10, 단지=25138, 숟가락=0, 웍=23, 쟁반=0, 접시=27, 칼=0, 컵=13, 후라이팬=5550547
현재 275000행 실행 중 (src 35451): 그릇=60, 냄비=111, 단지=432, 숟가락=9, 웍=0, 쟁반=16, 접시=5, 칼=4, 컵=2284, 후라이팬=8
현재 276000행 실행 중 (src 36979): 그릇=2, 냄비=237, 단지=0, 숟가락=0, 웍=95, 쟁반=16761, 접시=111, 칼=14, 컵=0, 후라이팬=0
현재 277000행 실행 중 (src 33893): 그릇=0, 냄비=10, 단지=102, 숟가락=25123, 웍=23, 쟁반=135, 접시=6, 칼=0, 컵=0, 후라이팬=1142557
현재 278000행 실행 중 (src 35410): 그릇=20, 냄비=100, 단지=54, 숟가락=14, 웍=0, 쟁반=16, 접시=27, 칼=27, 컵=497, 후라이팬=2
현재 279000행 실행 중 (src 36941): 그릇=0, 냄비=152, 단지=61, 숟가락=501808, 웍=0, 쟁반=85, 접시=65, 칼=8, 컵=0, 후라이팬=0
현재 280000행 실행 중 (src 33853): 그릇=0, 냄비=25109, 단지=88, 숟가락=0, 웍=0, 쟁반=121, 접시=1142557, 칼=0, 컵=0, 후라이팬=0
현재 281000행 실행 중 (src 35368): 그릇=8, 냄비=81, 단지=0, 숟가락=10, 웍=16, 쟁반=0, 접시=0, 칼=0, 컵=1491, 후라이팬=20
현재 282000행 실행 중 (src 36902): 그릇=16, 냄비=38, 단지=0, 숟가락=125452, 웍=0, 쟁반=10, 접시=0, 칼=128, 컵=37, 후라이팬=0
현재 283000행 실행 중 (src 33823): 그릇=5, 냄비=25098, 단지=0, 숟가락=15, 웍=0, 쟁반=0, 접시=1142555, 칼=102, 컵=0, 후라이팬=0
현재 284000행 실행 중 (src 35330): 그릇=4, 냄비=0, 단지=63, 숟가락=2, 웍=0, 쟁반=0, 접시=1491, 칼=0, 컵=0, 후라이팬=8
현재 285000행 실행 중 (src 36863): 그릇=0, 냄비=627260, 단지=0, 숟가락=0, 웍=1, 쟁반=7, 접시=0, 칼=17, 컵=446, 후라이팬=2
현재 286000행 실행 중 (src 15234): 그릇=0, 냄비=8, 단지=4, 숟가락=402, 웍=0, 쟁반=0, 접시=0, 칼=7261934, 컵=31, 후라이팬=0
현재 287000행 실행 중 (src 16783): 그릇=0, 냄비=1, 단지=0, 숟가락=9, 웍=0, 쟁반=3, 접시=7, 칼=1336, 컵=0, 후라이팬=0
현재 288000행 실행 중 (src 18290): 그릇=0, 냄비=265, 단지=2232, 숟가락=0, 웍=15, 쟁반=7, 접시=237583, 칼=0, 컵=0, 후라이팬=0
현재 289000행 실행 중 (src 15163): 그릇=8, 냄비=0, 단지=0, 숟가락=0, 웍=0, 쟁반=0, 접시=5178, 칼=0, 컵=4, 후라이팬=7242338
현재 290000행 실행 중 (src 16703): 그릇=6, 냄비=0, 단지=26, 숟가락=2590, 웍=8, 쟁반=0, 접시=0, 칼=0, 컵=0, 후라이팬=32
현재 291000행 실행 중 (src 18215): 그릇=17, 냄비=10, 단지=0, 숟가락=0, 웍=0, 쟁반=258, 접시=4751650, 칼=1, 컵=0, 후라이팬=13
현재 292000행 실행 중 (src 15083): 그릇=0, 냄비=6, 단지=0, 숟가락=0, 웍=160, 쟁반=0, 접시=3, 칼=7242240, 컵=29, 후라이팬=4
현재 293000행 실행 중 (src 16626): 그릇=7, 냄비=0, 단지=0, 숟가락=1059, 웍=15, 쟁반=42, 접시=24065, 칼=0, 컵=0, 후라이팬=0
현재 294000행 실행 중 (src 18121): 그릇=7, 냄비=0, 단지=28, 숟가락=5, 웍=15, 쟁반=0, 접시=0, 칼=2375562, 컵=41, 후라이팬=0
현재 295000행 실행 중 (src 15004): 그릇=151, 냄비=0, 단지=0, 숟가락=12, 웍=0, 쟁반=0, 접시=0, 칼=8, 컵=4526252, 후라이팬=0
현재 296000행 실행 중 (src 16549): 그릇=28, 냄비=4, 단지=55, 숟가락=21, 웍=46576, 쟁반=0, 접시=432, 칼=0, 컵=0, 후라이팬=165
현재 297000행 실행 중 (src 18040): 그릇=0, 냄비=950216, 단지=0, 숟가락=28, 웍=0, 쟁반=0, 접시=42, 칼=2, 컵=19, 후라이팬=0
